question,answer
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 6474 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 12385 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 11741 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 11638 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 9144 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 9696 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 14702 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 10876 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 10802 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 11692 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 5093 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 10602 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 14795 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 14720 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 10474 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 11039 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 11295 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 5266 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 7352 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8648 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 8505 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 5322 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 7722 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 12053 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 13943 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 5794 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 5195 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 5182 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 5608 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 8005 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 5324 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 7910 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 14475 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 7998 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 13694 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 8225 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 6955 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 5643 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 9630 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 7949 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 5665 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 9633 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 8991 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 11095 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 11081 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 5032 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 6378 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 7279 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 12360 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 9965 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 7915 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 12980 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 10586 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 6340 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 13001 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8916 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 10703 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 11408 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 8175 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 6735 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 10634 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 7772 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 9874 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 11168 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 7840 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 9467 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 9357 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 13257 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 7611 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 12472 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 13630 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 6839 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 10500 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 10970 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 8498 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 10902 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 9660 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 14183 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 9445 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 12302 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 14093 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 9693 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 13861 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 12709 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 11355 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 12735 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 6424 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 5161 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 12288 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 5754 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 6733 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 13245 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 12431 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 14941 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 6044 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 12665 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 11192 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 7944 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 5081 kg/ha"
What crops are suitable for North Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 14891 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 7829 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 13291 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 7252 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 14146 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 9995 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 13497 kg/ha"
What crops are suitable for Hilly Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 9075 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 10746 kg/ha"
What crops are suitable for South Goa with Alluvial soil (pH 7.5-8.5)?,"Suitable crops: Rice, Vegetables, Pulses. Irrigation needs: Moderate. Yield: 10476 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 13311 kg/ha"
What crops are suitable for Hilly Goa with Red Loamy soil (pH 7.5-8.5)?,"Suitable crops: Spices (Pepper), Tea. Irrigation needs: Moderate. Yield: 5280 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 7777 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 8331 kg/ha"
What crops are suitable for North Goa with Lateritic soil (pH 5.5-6.5)?,"Suitable crops: Coconut, Cashew, Mango. Irrigation needs: Moderate. Yield: 11910 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 7758 kg/ha"
What crops are suitable for Coastal Goa with Saline soil (pH 7.5-8.5)?,"Suitable crops: Rice, Coconut, Fish Farming. Irrigation needs: Low. Yield: 9868 kg/ha"
What crops are suitable for South Goa with Sandy soil (pH 6.0-7.0)?,"Suitable crops: Watermelon, Pineapple. Irrigation needs: Low. Yield: 11280 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 10776 kg/ha"
What crops are suitable for Coastal Goa with Clayey soil (pH 7.5-8.5)?,"Suitable crops: Banana, Vegetables. Irrigation needs: Moderate. Yield: 12234 kg/ha"
